Facility ID,Facility Name,Facility Street,Facility City,Facility State,Facility ZIP,County,Mail Contact,Mail Address1,Mail Address2,Mail Suite,Mail City,Mail State,Mail ZIP,Hazard_explosive,Hazard_flammable,Hazard_oxidizer,Hazard_selfReactive,Hazard_pyrophoricLiqSol,Hazard_pyrophoricGas,Hazard_selfHeating,Hazard_organicPeroxide,Hazard_corrosiveToMetal,Hazard_gasUnderPressure,Hazard_icwwEmitsFlammableGas,Hazard_combustibleDust,Hazard_acuteToxicity,Hazard_skinCorrosion,Hazard_seriousEyeDamage,Hazard_respOrSkinSensitization,Hazard_germCellMutagenicity,Hazard_carcinogen,Hazard_reprodToxicity,Hazard_specTargOrgToxicity,Hazard_aspirationHaz,Hazard_simpleAsphyxiant,Hazard_notOtherwiseClassified
28226,Central Valley Ag Propane,89736 US Highway 183,Springview,NE,68778-9681,Keya Paha,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
28273,Frenchman Valley Farmers Co-op,201 E Front St,Kimball,NE,69145-1015,Kimball,Michael D Barfield,PO Box 578,202 Broadway St,,Imperial,NE,69033-0578,,,,,,,,,,,,,,,,,,,,,,,
28289,Legacy Coop,103 S Howard St,Kimball,NE,69145-1258,Kimball,Skip Kelley,PO Box 2188,Emergency Response,,Scottsbluff,NE,69363-2188,,,,,,,,,,,,,,,,,,,,,,,
28418,Frenchman Valley Farmers Co-op,1101 S Highway 71,Kimball,NE,69145-2062,Kimball,Michael D Barfield,PO Box 578,202 Broadway St,,Imperial,NE,69033-0578,,,,,,,,,,,,,,,,,,,,,,,
28429,Hagstrom Commingled Tank Batt,County Road 30,Kimball,NE,69145,Kimball,Shera A Smith,PO Box 270,1540 Main St Unit 218 344,,Livermore,CO,80536-0270,,,,,,,,,,,,,,,,,,,,,,,
28456,Carlson Home & Auto Inc,706 E Broadway St,Wausa,NE,68786-0200,Knox,Brian Wakeley,PO Box 200,,,Wausa,NE,68786-0200,,,,,,,,,,,,,,,,,,,,,,,
28457,N & B Gas Co,312 S Main St,Verdigre,NE,68783-6025,Knox,Dale Schulte,PO Box 17,,,Verdigre,NE,68783-0017,,,,,,,,,,,,,,,,,,,,,,,
28459,Central Valley Ag,54466 Highway 84,Bloomfield,NE,68718-2012,Knox,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
28472,Battle Creek Farmers Co-op,229 N Broadway St,Bloomfield,NE,68718-4000,Knox,Dawn Pochop,PO Box 10,,,Battle Creek,NE,68715-0010,,,,,,,,,,,,,,,,,,,,,,,
28560,Herbert Feed & Grain Co,52398 881 Way,Verdigre,NE,68783-6011,Knox,Louis Herbert,PO Box 290,,,Verdigre,NE,68783-0290,,,,,,,,,,,,,,,,,,,,,,,
28567,CHS Inc Country Operations,809 E Broadway St,Wausa,NE,68786-1568,Knox,Kirsten Tindall,5500 Cenex Dr MS 305,,,Inver Grove Heig,MN,55077-1721,,,,,,,,,,,,,,,,,,,,,,,
28642,M G Waldbaum Company,54080 Highway 84,Bloomfield,NE,68718-3097,Knox,Corey G Gerdes,PO Box 180,,,Bloomfield,NE,68718-0180,,,,,,,,,,,,,,,,,,,,,,,
28740,Elkhorn Ridge Wind Farm,88581 543 Ave,Bloomfield,NE,68718-4113,Knox,Ryan Nielsen,4900 N Scottsdale Rd Ste 5000,,,Scottsdale,AZ,85251-7678,,,,,,,,,,,,,,,,,,,,,,,
28755,NDOT Crofton Yard,55268 Highway 12,Crofton,NE,68730-4026,Cedar,Kevin Schrage,215 Industrial Ave,,,Hartington,NE,68739-5507,,,,,,,,,,,,,,,,,,,,,,,
28861,Kawasaki Motors Mfg Corp USA,6600 NW 27th St,Lincoln,NE,68524-8904,Lancaster,Ryan Long,6600 NW 27th St,,,Lincoln,NE,68524-8904,,,,,,,,,,,,,,,,,,,,,,,
28863,Archer Daniels Midland Co,7800 Thayer St,Lincoln,NE,68507-1098,Lancaster,Catherine A Quinones,7800 Thayer St,6524 Logan Ave Lincoln 68507,,Lincoln,NE,68507-1082,,,,,,,,,,,,,,,,,,,,,,,
28864,Purina Mills Inc,5500 N Cotner Blvd,Lincoln,NE,68507-1083,Lancaster,Beau Bartlett,5500 N Cotner Blvd,,,Lincoln,NE,68507-1083,,,,,,,,,,,,,,,,,,,,,,,
28865,Yankee Hill Brick & Tile,3705 S Coddington Ave,Lincoln,NE,68522-9215,Lancaster,Katie Hansen,3705 S Coddington Ave,,,Lincoln,NE,68522-9215,,,,,,,,,,,,,,,,,,,,,,,
28870,Tank Holding Corporation,4700 Fremont St,Lincoln,NE,68504-1646,Lancaster,Bobby Dasher,6940 O St Ste 100,,,Lincoln,NE,68510-2458,,,,,,,,,,,,,,,,,,,,,,,
28896,Farmers Cooperative,14540 W Railroad,Raymond,NE,68428-2157,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
28900,Farmers Cooperative,8800 W Haven Rd,Emerald,NE,68528-9168,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
28909,Duncan Aviation Inc,3701 Aviation Rd,Lincoln,NE,68501-1887,Lancaster,Ric Voelker,PO Box 81887,,,Lincoln,NE,68501-1887,,,,,,,,,,,,,,,,,,,,,,,
28915,A B C Electric Company Inc,1012 N 25th St,Lincoln,NE,68503-1711,Lancaster,John Whitmer,1012 N 25th St,,,Lincoln,NE,68503-1711,,,,,,,,,,,,,,,,,,,,,,,
28925,Phillips 66 Pipeline LLC,1345 Saltillo Rd,Roca,NE,68430-4068,Lancaster,Rusty D Lee,1345 Saltillo Rd,,,Roca,NE,68430-4068,,,,,,,,,,,,,,,,,,,,,,,
28926,Universal Cold Storage,1601 Pioneers Blvd,Lincoln,NE,68502-5402,Lancaster,Chris P Nield,1601 Pioneers Blvd,,,Lincoln,NE,68502-5402,,,,,,,,,,,,,,,,,,,,,,,
28928,Universal Cold Storage,1700 Center Park Rd,Lincoln,NE,68512-1230,Lancaster,Chris P Nield,1601 Pioneers Blvd,,,Lincoln,NE,68502-5402,,,,,,,,,,,,,,,,,,,,,,,
28938,Tri-Con Industries Ltd,4000 NW 44th St,Lincoln,NE,68524-1606,Lancaster,Uyen Vo,4020 NW 36th St,4000 NW 44th St 68524 1606,,Lincoln,NE,68524-1902,,,,,,,,,,,,,,,,,,,,,,,
28939,Molex LLC,1400 W Bond Cir,Lincoln,NE,68521-3696,Lancaster,Dallas Callahan,700 King Bird Rd,,,Lincoln,NE,68521-3000,,,,,,,,,,,,,,,,,,,,,,,
28956,ContiTech USA Inc,4021 N 56th St,Lincoln,NE,68501-3248,Lancaster,Mark Nelson,4021 N 56th St,,,Lincoln,NE,68504-1708,,,,,,,,,,,,,,,,,,,,,,,
28958,Pepsi-Cola Bottling Co,1901 Windhoek Dr,Lincoln,NE,68512-1269,Lancaster,Scott C Bohling,1901 Windhoek Dr,PO Box 22703 Lincoln 68542,,Lincoln,NE,68512-1269,,,,,,,,,,,,,,,,,,,,,,,
28962,Lincoln Industries Inc,600 W E St,Lincoln,NE,68522-1399,Lancaster,Lucius Rippeteau,600 W E St,1520 Xavier Cir Lincoln 68522,,Lincoln,NE,68522-1329,,,,,,,,,,,,,,,,,,,,,,,
28966,Sysco Lincoln Inc,900 King Bird Rd,Lincoln,NE,68521-3009,Lancaster,William Greenfield,900 King Bird Rd,,,Lincoln,NE,68521-3009,,,,,,,,,,,,,,,,,,,,,,,
28998,Farmers Cooperative,1305 Broad St,Princeton,NE,68404-6032,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
29012,Frontier Cooperative,10741 N 142nd St,Waverly,NE,68462-1102,Lancaster,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
29060,Capital Concrete Co,431 A St,Lincoln,NE,68501-2233,Lancaster,Randall Weedman,PO Box 82233,,,Lincoln,NE,68501-2233,,,,,,,,,,,,,,,,,,,,,,,
29096,Celerion Inc,621 Rose St,Lincoln,NE,68502-2040,Lancaster,Lane Hermance,621 Rose St,,,Lincoln,NE,68502-2040,,,,,,,,,,,,,,,,,,,,,,,
29219,Stanley Security Solutions Inc,4600 Vine St,Lincoln,NE,68503-2823,Lancaster,Garth Jack,4600 Vine St,,,Lincoln,NE,68503-2823,,,,,,,,,,,,,,,,,,,,,,,
29229,Jiffy Lube 0020,880 N 27th St,Lincoln,NE,68503-2522,Lancaster,Lillian Nicholson,105 Decker Ct Ste 900,,,Irving,TX,75062-2227,,,,,,,,,,,,,,,,,,,,,,,
29669,Trafcon Inc & 805 Asphalt,7845 Fletcher Ave,Lincoln,NE,68507-3118,Lancaster,Joel Woita,1815 Y St,,,Lincoln,NE,68508-1233,,,,,,,,,,,,,,,,,,,,,,,
29857,Nebraska Machinery Co,930 W O St,Lincoln,NE,68528-1319,Lancaster,Trevor Tobias,11718 Nicholas St Ste 201,14648 Shepard St Ste 100,,Omaha,NE,68154-4435,,,,,,,,,,,,,,,,,,,,,,,
29985,J A Woollam Co Inc,311 S 7th St,Lincoln,NE,68508-2424,Lancaster,Andrea Donohue,311 S 7th St,645 M St Ste 102,,Lincoln,NE,68508-2424,,,,,,,,,,,,,,,,,,,,,,,
30089,Jiffy Lube 0134,6940 L St,Lincoln,NE,68510-2411,Lancaster,Lillian Nicholson,105 Decker Ct Ste 900,,,Irving,TX,75062-2227,,,,,,,,,,,,,,,,,,,,,,,
30181,Whitehead Oil Co,2537 Randolph St,Lincoln,NE,68510-3041,Lancaster,Alan A Makovicka,PO Box 30211,,,Lincoln,NE,68503-0211,,,,,,,,,,,,,,,,,,,,,,,
30269,Haleon US Inc,10401 Hwy 6,Lincoln,NE,68517-9626,Lancaster,Chris M Bell,10401 US Highway 6,PO Box 83288,,Lincoln,NE,68517-9626,,,,,,,,,,,,,,,,,,,,,,,
30298,TruGreen Chemlawn,4141 N 27th St,Lincoln,NE,68521-4192,Lancaster,Stephanie Sprock,5724 Summer Trees Dr,,,Memphis,TN,38134-7309,,,,,,,,,,,,,,,,,,,,,,,
30339,HD Supply WC102,1720 Adams St,Lincoln,NE,68521-1823,Lancaster,Kyle Petrie,6250 Brook Hollow Pkwy Ste 100,,,Norcross,GA,30071-4636,,,,,,,,,,,,,,,,,,,,,,,
30344,Lineage Logistics LLC,3600 NW 12th St,Lincoln,NE,68521-3619,Lancaster,Tammy Dohmen,3600 NW 12th St,,,Lincoln,NE,68521-3619,,,,,,,,,,,,,,,,,,,,,,,
30500,Target Store 0217,333 N 48th St,Lincoln,NE,68504-3505,Lancaster,Justin Nelson,PO Box 111,Corporate Compliance & Ethics,,Minneapolis,MN,55440-0111,,,,,,,,,,,,,,,,,,,,,,,
30525,Farmers Cooperative,208 W 3rd St,Firth,NE,68358-0278,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
30558,Cornhusker International,3131 Cornhusker Hwy,Lincoln,NE,68504-1523,Lancaster,Rick Houlton,PO Box 45203,,,Omaha,NE,68145-0203,,,,,,,,,,,,,,,,,,,,,,,
30714,LKQ Midwest Auto Parts,3450 N 35th Cir,Lincoln,NE,68504-1513,Lancaster,Mike Ferretti,29982 Ivy Glenn Dr Ste 201,,,Laguna Niguel,CA,92677-2097,,,,,,,,,,,,,,,,,,,,,,,
30746,ADM Grain Company,2400 Fair St,Lincoln,NE,68503-1035,Lancaster,Zach Drake,2400 Fair St,,,Lincoln,NE,68503-1035,,,,,,,,,,,,,,,,,,,,,,,
30853,Farmers Cooperative,940 Calvert St,Lincoln,NE,68502-4326,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
30916,Concrete Industries Inc,6300 Cornhusker Hwy,Lincoln,NE,68507-3112,Lancaster,Joel Woita,1815 Y St,,,Lincoln,NE,68508-1233,,,,,,,,,,,,,,,,,,,,,,,
31027,South Bow,57761 Romeo Rd,Steele City,NE,68440,Jefferson,Brian C Meyer,PO Box 770,13710 Fnb Pkwy Ste 300 Omaha,,Boys Town,NE,68010-0770,,,,,,,,,,,,,,,,,,,,,,,
31139,Frontier Cooperative,1621 S 118th St,Walton,NE,68461-0247,Lancaster,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
31166,Matheson Tri-Gas Inc,9911 Deer Park Rd,Waverly,NE,68462-1411,Lancaster,James Murphree,1700 Scepter Rd,,,Waverly,TN,37185-3253,,,,,,,,,,,,,,,,,,,,,,,
31266,General Dynamics-OTS Inc,4300 Industrial Ave,Lincoln,NE,68504-1107,Lancaster,John A Hazuka,4300 Industrial Ave,,,Lincoln,NE,68504-1107,,,,,,,,,,,,,,,,,,,,,,,
31278,Zoetis LLC,601 W Cornhusker Hwy,Lincoln,NE,68521-3596,Lancaster,John B Coogan,601 W Cornhusker Hwy,,,Lincoln,NE,68521-3577,,,,,,,,,,,,,,,,,,,,,,,
31549,Jiffy Lube 2791,3250 O St,Lincoln,NE,68510-1538,Lancaster,Lillian Nicholson,105 Decker Ct Ste 900,,,Irving,TX,75062-2227,,,,,,,,,,,,,,,,,,,,,,,
31681,RAKA Rentals,1010 S Coddington Ave,Lincoln,NE,68522-1126,Lancaster,Trevor Tobias,11718 Nicholas St Ste 201,14648 Shepard St Ste 100,,Omaha,NE,68154-4435,,,,,,,,,,,,,,,,,,,,,,,
32254,American Tire Distributors Inc,1415 W Commerce Way,Lincoln,NE,68521-3650,Lancaster,Ronald M Dennis,12200 Herbert Wayne Ct Ste 150,,,Huntersville,NC,28078-6397,,,,,,,,,,,,,,,,,,,,,,,
32334,Farmers Cooperative,15505 A St,Roca,NE,68430-0040,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
32412,Smithfield Packaged Meats Corp,200 S 2nd St,Lincoln,NE,68508-2407,Lancaster,Kyle Kreikemeier,200 S 2nd St,,,Lincoln,NE,68508-2407,,,,,,,,,,,,,,,,,,,,,,,
32567,Cleaver Brooks Company Inc,6940 Cornhusker Hwy,Lincoln,NE,68507-3115,Lancaster,Karl V Shue,6940 Cornhusker Hwy,,,Lincoln,NE,68507-3115,,,,,,,,,,,,,,,,,,,,,,,
32780,Neenah Foundry Company,5945 N 70th St,Lincoln,NE,68507-3214,Lancaster,Craig LeNoble,5945 N 70th St,2121 Brooks Av Neenah WI 54956,,Lincoln,NE,68507-3214,,,,,,,,,,,,,,,,,,,,,,,
32834,NDOT Lincoln Ctrl Headquarters,1500 Highway 2,Lincoln,NE,68502-5480,Lancaster,Mark Hamilton,PO Box 94759,,,Lincoln,NE,68509-4759,,,,,,,,,,,,,,,,,,,,,,,
32938,Charter Communications NE774,5400 S 16th St,Lincoln,NE,68512-1298,Lancaster,Kahlia Shmerer,2240 S County Trl Unit 5,,,East Greenwich,RI,02818-5201,,,,,,,,,,,,,,,,,,,,,,,
33006,Magellan Pipeline Company LP,11200 S 14th St,Roca,NE,68430-4036,Lancaster,Candace Friend,100 W 5th St,MPC-OMAHA/MPC-FALLS CITY,,Tulsa,OK,74103-4207,,,,,,,,,,,,,,,,,,,,,,,
33072,BNSF Railway Company,6600 Burlington Ave,Lincoln,NE,68507-1499,Lancaster,Robert Schroeder,801 W O St Bldg J,201 N 7th St Lincoln 68508,,Lincoln,NE,68528-1309,,,,,,,,,,,,,,,,,,,,,,,
33184,Omaha Industries Inc,4611 W Adams St,Lincoln,NE,68524-1444,Lancaster,Tyler Havel,4611 W Adams St,,,Lincoln,NE,68524-1444,,,,,,,,,,,,,,,,,,,,,,,
33185,NDOT Yard & District Office,302 Superior St,Lincoln,NE,68521-2481,Lancaster,Douglas A Shultz,302 Superior St,,,Lincoln,NE,68521-2481,,,,,,,,,,,,,,,,,,,,,,,
33540,Frontier Cooperative,355 Hackberry St,Bennet,NE,68317,Lancaster,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
33563,NPPD Sheldon Station,4500 W Pella Rd,Hallam,NE,68368,Lancaster,Keith R Karel,PO Box 499,1414 15th St,,Columbus,NE,68602-0499,,,,,,,,,,,,,,,,,,,,,,,
33753,Ferrellgas,3200 Superior St,Lincoln,NE,68504-1195,Lancaster,Greg Howard,13606 L St,,,Omaha,NE,68137-1732,,,,,,,,,,,,,,,,,,,,,,,
34043,Hi-Line Co-op Inc Station,322 S Commercial Ave,Wallace,NE,69169-8089,Lincoln,Jeff D Lundvall,PO Box 96,31937 W Burma Rd Wallace 69169,,Elsie,NE,69134-0096,,,,,,,,,,,,,,,,,,,,,,,
34051,Nebraska Machinery Co,3501 S Jeffers St,North Platte,NE,69101-7847,Lincoln,Trevor Tobias,11718 Nicholas St Ste 201,14648 Shepard St Ste 100,,Omaha,NE,68154-4435,,,,,,,,,,,,,,,,,,,,,,,
34053,Central Nebraska Packing Inc,2800 E 8th St,North Platte,NE,69101-2545,Lincoln,Lloyd Woodward,PO Box 550,2800 E 8th St,,North Platte,NE,69103-0550,,,,,,,,,,,,,,,,,,,,,,,
34196,Titan Machinery Inc,3211 Rodeo Rd,North Platte,NE,69101-2579,Lincoln,Craig Kopp,644 E Beaton Dr,,,West Fargo,ND,58078-2648,,,,,,,,,,,,,,,,,,,,,,,
34341,Croell Inc,3606 E Highway 30,North Platte,NE,69101-2674,Lincoln,James Farinha,PO Box 430,,,New Hampton,IA,50659-0430,,,,,,,,,,,,,,,,,,,,,,,
34351,Trego/Dugan Aviation Inc,5560 E Lee Bird Dr,North Platte,NE,69101-2484,Lincoln,Scott Baker,PO Box 1226,,,North Platte,NE,69103-1226,,,,,,,,,,,,,,,,,,,,,,,
34367,Hi-Line Co-op Inc,101 S Maple St,Sutherland,NE,69165-0097,Lincoln,Jeff D Lundvall,PO Box 96,31937 W Burma Rd Wallace 69169,,Elsie,NE,69134-0096,,,,,,,,,,,,,,,,,,,,,,,
34378,Hild Propane Company Inc,33146 W Highway 23,Wallace,NE,69169,Lincoln,Kent Hild,1118 N Jeffers St,3510 N Eshleman,,North Platte,NE,69101-3029,,,,,,,,,,,,,,,,,,,,,,,
34385,NPPD Gerald Gentleman Station,6089 S Highway 25,Sutherland,NE,69165-2133,Lincoln,Keith R Karel,PO Box 499,1414 15th St,,Columbus,NE,68602-0499,,,,,,,,,,,,,,,,,,,,,,,
34513,NDOT North Platte I-80 Yard,500 W South River Rd,North Platte,NE,69101,Lincoln,Cody J Armstrong,PO Box 1108,114 Frontage Rd 69122-5032,,North Platte,NE,69103-1108,,,,,,,,,,,,,,,,,,,,,,,
34651,Midwest Renewable Energy LLC,27532 W Highway 30,Sutherland,NE,69165-2148,Lincoln,Bob Witt,27532 W Highway 30,,,Sutherland,NE,69165-2148,,,,,,,,,,,,,,,,,,,,,,,
34707,Masonite Corporation,1120 Industrial Ave,North Platte,NE,69101-7709,Lincoln,Justin C Curry,PO Box 218,,,North Platte,NE,69103-0218,,,,,,,,,,,,,,,,,,,,,,,
34879,Wallace Aviation Inc,600 S Commercial Ave,Wallace,NE,69169-8076,Lincoln,Joni L Kennicutt,PO Box 126,,,Wallace,NE,69169-0126,,,,,,,,,,,,,,,,,,,,,,,
35050,Eastside Service,504 3rd St,Stapleton,NE,69163,Logan,Kimberly S Kramer,PO Box 14,,,Stapleton,NE,69163-0014,,,,,,,,,,,,,,,,,,,,,,,
35123,Neal Oil & Auto Center Inc,Jct Highway 92 & James St,Tryon,NE,69167-0067,Mc Pherson,Trent Neal,PO Box 86,,,Tryon,NE,69167-0086,,,,,,,,,,,,,,,,,,,,,,,
35130,KPR US LLC,1222 Sherwood Rd,Norfolk,NE,68701-9062,Madison,Mitchell Geary,1222 Sherwood Rd,,,Norfolk,NE,68701-9062,,,,,,,,,,,,,,,,,,,,,,,
35131,MS Global - Norfolk,805 Omaha Ave,Norfolk,NE,68701-5841,Madison,Robert Finkral,805 W Omaha Ave,,,Norfolk,NE,68701-5841,,,,,,,,,,,,,,,,,,,,,,,
35132,Norfolk Iron & Metal Co,3001 N Victory Rd,Norfolk,NE,68701-0833,Madison,Luke Hurlbert,3001 N Victory Rd,,,Norfolk,NE,68701-0833,,,,,,,,,,,,,,,,,,,,,,,
35133,Gerhold Concrete Co,1900 Riverside Blvd,Norfolk,NE,68701-2234,Madison,Thomas Silknitter,2625 S 158th Plz,,,Omaha,NE,68130-1770,,,,,,,,,,,,,,,,,,,,,,,
35154,Ferrellgas,1303 W Eisenhower Ave,Norfolk,NE,68701-2127,Madison,Greg Howard,13606 L St,,,Omaha,NE,68137-1732,,,,,,,,,,,,,,,,,,,,,,,
35161,CHS Nutrition,1500 E Omaha Ave,Norfolk,NE,68701-6194,Madison,Kirsten Tindall,5500 Cenex Dr MS 305,,,Inver Grove Heig,MN,55077-1721,,,,,,,,,,,,,,,,,,,,,,,
35162,Flexmag Industries Inc,1000 Magnet Dr,Norfolk,NE,68701-3602,Madison,William Greenough,1000 Magnet Dr,,,Norfolk,NE,68701-3602,,,,,,,,,,,,,,,,,,,,,,,
35163,Hiland-Roberts Ice Cream Co,700 E Omaha Ave,Norfolk,NE,68701-6108,Madison,Kim S Blain,PO Box 19,,,Norfolk,NE,68702-0019,,,,,,,,,,,,,,,,,,,,,,,
35165,Associated Wholesale Grocers,1301 Omaha Ave,Norfolk,NE,68701-5872,Madison,Victor L Moskalski,1301 W Omaha Ave,,,Norfolk,NE,68701-5872,,,,,,,,,,,,,,,,,,,,,,,
35167,Henningsen Foods Inc,402 N 3rd St,Norfolk,NE,68701-4127,Madison,Raymond Morse,402 N 3rd St,,,Norfolk,NE,68701-4127,,,,,,,,,,,,,,,,,,,,,,,
35168,Norfolk Daily News,525 W Norfolk Ave,Norfolk,NE,68701-5398,Madison,Jamie D Bates,PO Box 977,,,Norfolk,NE,68702-0977,,,,,,,,,,,,,,,,,,,,,,,
35226,Chesterman Coca-Cola,2800 S 13th St,Norfolk,NE,68701-6658,Madison,Peggy Hansen,5415 Dayton St,,,Omaha,NE,68117-1371,,,,,,,,,,,,,,,,,,,,,,,
35228,Colonial Research Chemical,1700 S 4th St,Norfolk,NE,68701-6477,Madison,Lisa Fritz,PO Box 609,,,Norfolk,NE,68702-0609,,,,,,,,,,,,,,,,,,,,,,,
35333,Meisinger Oil Inc,2700 Old Hadar Rd,Norfolk,NE,68701-1139,Madison,Greg D Thelan,PO Box 307,2700 Old Hadar Rd,,Norfolk,NE,68702-0307,,,,,,,,,,,,,,,,,,,,,,,
35338,Norfolk Aviation,4100 S 13th St,Norfolk,NE,68701-6662,Madison,Justin S Martin,PO Box 1343,,,Norfolk,NE,68702-1343,,,,,,,,,,,,,,,,,,,,,,,
35539,Ferrellgas,Jct 2nd & Oak Sts,Tilden,NE,68781,Madison,Greg Howard,13606 L St,,,Omaha,NE,68137-1732,,,,,,,,,,,,,,,,,,,,,,,
35548,Nucor Corporation,1601 W Omaha Ave,Norfolk,NE,68701-4596,Madison,Tim Geary,PO Box 59,1601 W Omaha Ave,,Norfolk,NE,68702-0059,,,,,,,,,,,,,,,,,,,,,,,
35648,Agrex Inc,83270 553 Ave,Norfolk,NE,68701-9802,Madison,Tim J Brabec,PO Box 1323,,,Norfolk,NE,68702-1323,,,,,,,,,,,,,,,,,,,,,,,
35668,Norfolk Terminal,4708 N 13th St,Norfolk,NE,68701-1127,Madison,Bill Turner,7340 W 21st St N Ste 200,,,Wichita,KS,67205-1770,,,,,,,,,,,,,,,,,,,,,,,
35677,Nucor Steel,2911 E Nucor Rd,Norfolk,NE,68701-9634,Stanton,Joshua R Schnitzler,PO Box 39,,,Norfolk,NE,68702-0039,,,,,,,,,,,,,,,,,,,,,,,
35710,CenturyLink,406 W Madison Ave,Norfolk,NE,68701-5230,Madison,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
35781,NDOT Norfolk Yard,1001 Alaska Ave,Norfolk,NE,68701-2201,Madison,Dean Guenther,1001 Alaska Ave,,,Norfolk,NE,68701-2201,,,,,,,,,,,,,,,,,,,,,,,
36084,Battle Creek Farmers Co-op,Jct S 6th St & Logan Ave,Newman Grove,NE,68758-0310,Madison,Dawn Pochop,PO Box 10,,,Battle Creek,NE,68715-0010,,,,,,,,,,,,,,,,,,,,,,,
36105,Battle Creek South Plant,82785 545 Ave,Madison,NE,68748-6585,Madison,Rodger Haselhorst,PO Box C,,,Battle Creek,NE,68715-0079,,,,,,,,,,,,,,,,,,,,,,,
36107,Tyson Fresh Meats Inc,1200 Industrial Pkwy,Madison,NE,68748-6262,Madison,Dustin Johnson,1200 Industrial Pkwy,,,Madison,NE,68748-6262,,,,,,,,,,,,,,,,,,,,,,,
36143,Faith Regional East Campus,1500 Koenigstein Ave,Norfolk,NE,68701-3664,Madison,Mark A Sears,2700 W Norfolk Ave,,,Norfolk,NE,68701-4438,,,,,,,,,,,,,,,,,,,,,,,
36183,Faith Regional West Campus,2700 W Norfolk Ave,Norfolk,NE,68701-4438,Madison,Mark A Sears,2700 W Norfolk Ave,,,Norfolk,NE,68701-4438,,,,,,,,,,,,,,,,,,,,,,,
36277,Aurora Co-op Elevator Company,1561 13th Rd,Central City,NE,68826-5211,Merrick,James Holliday,PO Box 209,2225 Q St Aurora NE 68818,,Aurora,NE,68818-0209,,,,,,,,,,,,,,,,,,,,,,,
36295,Frontier Cooperative,3221 35th Rd,Silver Creek,NE,68663-2701,Merrick,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
36301,Bunge USA Grain LLC,2203 21st Rd,Clarks,NE,68628-0206,Merrick,Brieanne Davenport,1331 Capitol Ave,,,Omaha,NE,68102-1196,,,,,,,,,,,,,,,,,,,,,,,
36346,Frontier Cooperative,308 Highway 30,Silver Creek,NE,68663,Merrick,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
36357,Town Mart Convenience Store,212 Vine St,Silver Creek,NE,68663-2740,Merrick,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
36394,NDOT Central City Yard,1406 6th St,Central City,NE,68826-2713,Merrick,Martin Rodriguez,1406 6th St,,,Central City,NE,68826-2713,,,,,,,,,,,,,,,,,,,,,,,
36494,Bridgeport Ampride,102 W 5th St,Bridgeport,NE,69336-0861,Morrill,Skip Kelley,PO Box 2188,Emergency Response,,Scottsbluff,NE,69363-2188,,,,,,,,,,,,,,,,,,,,,,,
36497,Legacy Coop,Co-op Rd,Broadwater,NE,69125,Morrill,Aaron Stegman,425 W Railroad Ave,,,Bridgeport,NE,69336-4501,,,,,,,,,,,,,,,,,,,,,,,
36548,Panhandle Co-op Assn Fert/Bulk,425 W Railroad Ave,Bridgeport,NE,69336-4501,Morrill,Aaron Stegman,425 W Railroad Ave,,,Bridgeport,NE,69336-4501,,,,,,,,,,,,,,,,,,,,,,,
36558,Lapaseotes Feedlot Broadwater,7651 Road 115,Broadwater,NE,69125-9536,Morrill,Nicholas M Lapaseotes,PO Box 237,,,Bridgeport,NE,69336-0237,,,,,,,,,,,,,,,,,,,,,,,
36594,Frontier Cooperative,47271 N 216th Ave,Belgrade,NE,68623,Nance,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
